"Points:0","Points:1","Points:2","U:0","U:1","U:2"
0.22,-0.56994,-0.20986,8.0447,-0.0015468,-0.0039528
0.22,-0.12117,0.030287,8.1056,0.184,-0.16621
0.22,-0.13624,0.030372,8.1808,0.15915,-0.111
0.22,-0.10602,0.030241,7.5054,0.23142,-0.23108
0.22,0.56998,-0.6,8.0324,0.00062353,-0.00032144
0.22,0.6,-0.56998,8.0324,0.00031584,-0.00063463
0.22,0.29986,0.6,8.0407,0.0041574,0.00063284
0.22,0.32986,0.56996,8.0395,0.0041134,0.001155
0.22,0.35986,0.53992,8.0387,0.0040655,0.0021017
0.22,0.38986,0.5099,8.0383,0.0039867,0.0028525
0.22,0.41986,0.47988,8.038,0.003854,0.0034247
0.22,0.44987,0.44987,8.0379,0.0036226,0.0038281
0.22,0.47988,0.41986,8.038,0.0032723,0.004105
0.22,0.5099,0.38986,8.0383,0.0027576,0.0042753
0.22,0.53992,0.35986,8.0388,0.0020517,0.0043817
0.22,0.56996,0.32986,8.0395,0.0011424,0.0044506
0.22,0.6,0.29986,8.0407,0.00062846,0.0044951
0.22,-0.17945,0.26926,8.095,-0.011921,0.014447
0.22,-0.14958,0.29932,8.0913,-0.0089913,0.015974
0.22,-0.1197,0.3294,8.0861,-0.0060237,0.016013
0.22,-0.089807,0.35948,8.0802,-0.0036445,0.014982
0.22,-0.05989,0.38954,8.074,-0.0019626,0.013394
0.22,-0.029953,0.41961,8.0681,-0.00078062,0.011582
0.22,-1.2622e-07,0.44967,8.0626,9.623e-05,0.0096899
0.22,0.029966,0.47973,8.0579,0.00084216,0.0077598
0.22,0.059942,0.5098,8.054,0.0014964,0.0057664
0.22,0.089924,0.53986,8.051,0.002063,0.0037618
0.22,0.11991,0.56993,8.0488,0.0025703,0.0018218
0.22,-0.14812,0.17794,8.1426,-0.021801,0.0070605
0.22,-0.149,0.17883,8.1423,-0.021617,0.0071678
0.22,-0.11951,0.17767,8.1466,-0.020489,0.016546
0.22,-0.17901,0.17901,8.1323,-0.018627,0.0035343
0.22,-0.20921,0.20921,8.1065,-0.015377,0.0093709
0.22,-0.20933,0.23926,8.0971,-0.013955,0.011799
0.22,-0.10354,0.14802,8.1752,-0.046986,0.024271
0.22,-0.1189,0.14851,8.1598,-0.03313,0.0021933
0.22,-0.082955,0.14264,8.1815,-0.055039,0.054528
0.22,-0.073293,0.14783,8.1897,-0.018837,0.094119
0.22,0.1499,0.6,8.0474,0.0030423,0.00087035
0.22,-0.075187,0.12042,8.0526,-0.20475,0.21621
0.22,-0.074796,0.13488,8.18,-0.054904,0.15186
0.22,-0.075401,0.10562,7.8321,-0.37981,0.15087
0.22,-0.075495,0.090614,7.7113,-0.17507,-0.047489
0.22,-0.075557,0.075532,7.596,0.092353,-0.22353
0.22,-0.090858,0.045319,6.7348,0.056243,-0.43858
0.22,-0.09076,0.060388,7.4554,0.083736,-0.32528
0.22,-0.23985,-0.6,8.0431,-0.0042221,-0.00069757
0.22,-0.26984,-0.56995,8.042,-0.004358,-0.0012928
0.22,-0.29984,-0.53991,8.0413,-0.0044845,-0.0023664
0.22,-0.32983,-0.50987,8.0408,-0.0045938,-0.0032286
0.22,-0.35982,-0.47985,8.0406,-0.0046618,-0.0038797
0.22,-0.38982,-0.44983,8.0405,-0.0046605,-0.0043332
0.22,-0.41982,-0.41983,8.0404,-0.0045598,-0.0046118
0.22,-0.44983,-0.38982,8.0404,-0.0043147,-0.0047296
0.22,-0.47984,-0.35983,8.0405,-0.003891,-0.0047205
0.22,-0.50987,-0.32984,8.0408,-0.0032611,-0.0046272
0.22,-0.5399,-0.29984,8.0412,-0.0024092,-0.0044845
0.22,-0.56995,-0.26985,8.0419,-0.0013229,-0.0043117
0.22,-0.5098,-0.11989,8.0518,-0.0054595,-0.0028356
0.22,-0.47973,-0.089901,8.056,-0.0074815,-0.0022516
0.22,-0.44966,-0.059921,8.0612,-0.0094038,-0.0014321
0.22,-0.4196,-0.029953,8.0677,-0.010995,-0.00031279
0.22,-0.38954,-1.7989e-06,8.0752,-0.011952,0.00098663
0.22,-0.35949,0.02993,8.0833,-0.011902,0.0019597
0.22,-0.32942,0.059838,8.0918,-0.011587,0.0025282
0.22,-0.29933,0.089712,8.1004,-0.011148,0.002283
0.22,-0.23906,0.11943,8.1247,-0.0074718,-0.002846
0.22,-0.26921,0.11954,8.1077,-0.011428,0.0016177
0.22,-0.17887,0.10386,8.1516,-0.00047967,-0.023259
0.22,-0.19368,0.089919,8.1502,0.0022397,-0.020784
0.22,-0.20809,0.089997,8.1406,-0.0006547,-0.011819
0.22,-0.17905,0.089693,8.1552,0.0088319,-0.028547
0.22,-0.23909,0.14935,8.1133,-0.013463,0.0018949
0.22,-0.20884,0.11927,8.138,-0.006353,-0.011116
0.22,-0.20895,0.1492,8.1301,-0.013158,-0.0041915
0.22,-0.17913,0.074507,8.1648,0.027892,-0.034925
0.22,-0.17851,0.089154,8.1557,0.0095126,-0.029032
0.22,-0.16002,0.040789,8.181,0.079769,-0.031635
0.22,-0.16538,0.059981,8.1757,0.056421,-0.047094
0.22,-0.53987,-0.14988,8.0485,-0.0034903,-0.0032596
0.22,-0.56993,-0.17988,8.0461,-0.0016501,-0.0035949
0.22,-0.15724,0.049942,8.1827,0.094255,-0.050295
0.22,-0.6,-0.23986,8.043,-0.00071108,-0.0041253
0.22,-0.6,-0.20987,8.0444,-0.00077062,-0.0038953
0.22,-0.13719,0.0456,8.1798,0.11491,-0.096236
0.22,-0.12145,0.045377,8.1545,0.11606,-0.14573
0.22,-0.10608,0.045317,7.7038,0.10373,-0.21827
0.22,0.6,-0.6,8.0323,0.00031283,-0.00031838
0.22,0.32987,0.6,8.0393,0.0040596,0.00057791
0.22,0.35987,0.56996,8.0382,0.0039241,0.0010569
0.22,0.38987,0.53993,8.0374,0.0037678,0.0019174
0.22,0.41987,0.50991,8.037,0.0035845,0.0026099
0.22,0.44988,0.47989,8.0368,0.0033305,0.0031353
0.22,0.47989,0.44988,8.0368,0.0029773,0.0035277
0.22,0.50991,0.41987,8.037,0.0024991,0.0038257
0.22,0.53993,0.38987,8.0375,0.0018593,0.0040497
0.22,0.56996,0.35987,8.0382,0.0010308,0.0042295
0.22,0.6,0.32987,8.0393,0.00057249,0.0043915
0.22,-0.20944,0.26933,8.0883,-0.012416,0.012801
0.22,-0.17954,0.29935,8.0858,-0.010265,0.014441
0.22,-0.14965,0.32941,8.0821,-0.0077416,0.015005
0.22,-0.11975,0.35948,8.0774,-0.0053472,0.014538
0.22,-0.089839,0.38954,8.0723,-0.0034041,0.013309
0.22,-0.059907,0.41961,8.0672,-0.0019406,0.011644
0.22,-0.02996,0.44967,8.0623,-0.00085313,0.0097901
0.22,1.669e-07,0.47973,8.0581,1.0069e-05,0.0078489
0.22,0.029971,0.5098,8.0545,0.00074385,0.0058669
0.22,0.059948,0.53986,8.0517,0.0013925,0.0038593
0.22,0.08993,0.56993,8.0497,0.0019813,0.0018844
0.22,0.11991,0.6,8.0484,0.0025346,0.00091068
0.22,-0.14963,0.17804,8.1423,-0.021517,0.0068457
0.22,-0.149,0.17741,8.1426,-0.021696,0.0066555
0.22,-0.13393,0.14879,8.1555,-0.032462,-0.0024218
0.22,-0.13399,0.134,8.1662,-0.037176,-0.022974
0.22,-0.14886,0.1489,8.1493,-0.023833,-0.0020693
0.22,-0.14876,0.13397,8.1566,-0.021374,-0.01537
0.22,-0.11922,0.13394,8.1737,-0.051209,-0.020202
0.22,-0.20908,0.17918,8.1163,-0.015882,0.0050157
0.22,-0.23927,0.20933,8.097,-0.014684,0.0087481
0.22,-0.23937,0.23936,8.0891,-0.013659,0.010533
0.22,-0.10099,0.13048,8.1809,-0.069229,-0.0015311
0.22,-0.092015,0.13695,8.1811,-0.087464,0.042492
0.22,-0.090411,0.12038,8.1366,-0.15266,0.033272
0.22,-0.090616,0.10563,8.0164,-0.19489,-0.097778
0.22,-0.090616,0.090574,7.9983,-0.019981,-0.3018
0.22,-0.090645,0.075466,7.9779,0.16593,-0.33066
0.22,-0.10589,0.060332,7.9821,0.096567,-0.14438
0.22,-0.26985,-0.6,8.0417,-0.0043051,-0.00064928
0.22,-0.29984,-0.56995,8.0405,-0.0043372,-0.0011892
0.22,-0.32984,-0.53991,8.0398,-0.0043545,-0.0021673
0.22,-0.35984,-0.50988,8.0393,-0.0043467,-0.0029454
0.22,-0.38983,-0.47986,8.039,-0.0042942,-0.0035345
0.22,-0.41984,-0.44985,8.0389,-0.0041627,-0.0039487
0.22,-0.44984,-0.41984,8.0389,-0.0039214,-0.004214
0.22,-0.47986,-0.38984,8.039,-0.0035302,-0.0043481
0.22,-0.50988,-0.35984,8.0392,-0.0029622,-0.0043883
0.22,-0.53991,-0.32985,8.0397,-0.0021956,-0.0043707
0.22,-0.56995,-0.29985,8.0405,-0.0012131,-0.0043168
0.22,-0.6,-0.26986,8.0416,-0.00065954,-0.0042494
0.22,-0.53986,-0.1199,8.0497,-0.003641,-0.0026757
0.22,-0.50979,-0.089914,8.0528,-0.0056173,-0.0021147
0.22,-0.47973,-0.059933,8.0569,-0.007573,-0.0013957
0.22,-0.44966,-0.029961,8.0619,-0.0093408,-0.00046702
0.22,-0.4196,-1.556e-06,8.068,-0.010728,0.00063541
0.22,-0.38954,0.029941,8.0748,-0.011585,0.0016859
0.22,-0.35948,0.059864,8.082,-0.011981,0.0024748
0.22,-0.32941,0.089761,8.0893,-0.011996,0.003044
0.22,-0.29931,0.11963,8.0961,-0.012502,0.0031667
0.22,-0.26922,0.14947,8.1016,-0.013573,0.0039203
0.22,-0.17912,0.11967,8.1466,-0.011455,-0.014925
0.22,-0.17848,0.11904,8.1471,-0.011408,-0.015294
0.22,-0.1792,0.11905,8.1468,-0.011351,-0.015076
0.22,-0.16331,0.11896,8.1568,-0.015405,-0.02432
0.22,-0.17832,0.10401,8.152,-0.00034539,-0.023484
0.22,-0.16306,0.10386,8.1661,-0.00032377,-0.041558
0.22,-0.16291,0.088774,8.1711,0.017619,-0.050754
0.22,-0.23917,0.17932,8.1052,-0.014821,0.0058555
0.22,-0.16422,0.074467,8.1735,0.034852,-0.056153
0.22,-0.15311,0.06142,8.1812,0.066962,-0.064377
0.22,-0.56993,-0.14989,8.0473,-0.0017449,-0.0031326
0.22,-0.6,-0.17988,8.0457,-0.00082286,-0.0035442
0.22,-0.12108,0.060264,8.1712,0.094668,-0.11776
0.22,-0.13642,0.060227,8.1804,0.08629,-0.092262
0.22,0.35987,0.6,8.038,0.0038756,0.00052939
0.22,0.38988,0.56996,8.037,0.0036406,0.00096485
0.22,0.41988,0.53994,8.0363,0.0033895,0.0017548
0.22,0.44989,0.50992,8.0359,0.003102,0.0023941
0.22,0.4799,0.4799,8.0358,0.00274,0.0028952
0.22,0.50992,0.44989,8.0359,0.0022779,0.0032964
0.22,0.53994,0.41988,8.0363,0.0016894,0.0036296
0.22,0.56996,0.38988,8.037,0.00093404,0.0039116
0.22,0.6,0.35987,8.038,0.00051748,0.0041781
0.22,-0.23946,0.26941,8.0816,-0.012384,0.011383
0.22,-0.20953,0.2994,8.0803,-0.010885,0.012949
0.22,-0.17962,0.32943,8.0777,-0.008873,0.013746
0.22,-0.14971,0.35949,8.0742,-0.0067187,0.013704
0.22,-0.1198,0.38955,8.0701,-0.0047577,0.012893
0.22,-0.089865,0.41961,8.0658,-0.0031301,0.011504
0.22,-0.059921,0.44967,8.0616,-0.0018629,0.0097799
0.22,-0.029966,0.47973,8.0579,-0.00086385,0.0078939
0.22,3.9246e-07,0.50979,8.0547,-4.1995e-05,0.0059268
0.22,0.029974,0.53986,8.0522,0.00067554,0.0039285
0.22,0.059953,0.56993,8.0504,0.0013329,0.0019352
0.22,0.089933,0.6,8.0492,0.0019549,0.00094455
0.22,-0.17792,0.14814,8.1432,-0.016771,-0.0077795
0.22,-0.17881,0.14902,8.1428,-0.016773,-0.0073474
0.22,-0.14939,0.14803,8.1494,-0.023505,-0.0026453
0.22,-0.13398,0.11918,8.1741,-0.030838,-0.04653
0.22,-0.14847,0.11897,8.1618,-0.017436,-0.030496
0.22,-0.11674,0.11661,8.1791,-0.051671,-0.051412
0.22,-0.26934,0.20943,8.0882,-0.013988,0.0082051
0.22,-0.26941,0.23945,8.0816,-0.013139,0.0095074
0.22,-0.10897,0.1239,8.1774,-0.084565,-0.035204
0.22,-0.10566,0.090598,8.1455,0.010807,-0.21489
0.22,-0.10592,0.106,8.1528,-0.07646,-0.12238
0.22,-0.10565,0.075381,8.1611,0.10194,-0.17901
0.22,-0.29985,-0.6,8.0403,-0.004288,-0.0005972
0.22,-0.32985,-0.56996,8.0391,-0.0042118,-0.0010851
0.22,-0.35985,-0.53992,8.0384,-0.0041242,-0.0019818
0.22,-0.38985,-0.5099,8.0379,-0.0040069,-0.0026858
0.22,-0.41985,-0.47988,8.0376,-0.0038417,-0.0032281
0.22,-0.44986,-0.44986,8.0375,-0.0035849,-0.0036167
0.22,-0.47987,-0.41986,8.0376,-0.0032152,-0.0038836
0.22,-0.50989,-0.38986,8.0378,-0.0026907,-0.0040497
0.22,-0.53992,-0.35986,8.0383,-0.0019971,-0.0041535
0.22,-0.56995,-0.32986,8.0391,-0.0011046,-0.0042138
0.22,-0.6,-0.29986,8.0402,-0.0006093,-0.0042591
0.22,-0.56993,-0.11991,8.0484,-0.0018218,-0.0025783
0.22,-0.53986,-0.089923,8.0506,-0.0037497,-0.0020133
0.22,-0.50979,-0.059941,8.0536,-0.0056982,-0.0013463
0.22,-0.47972,-0.029966,8.0575,-0.0075645,-0.00054003
0.22,-0.44966,-1.2859e-06,8.0622,-0.0092001,0.00041577
0.22,-0.4196,0.02995,8.0678,-0.010479,0.0014303
0.22,-0.38954,0.059886,8.0738,-0.011397,0.0023693
0.22,-0.35947,0.089802,8.08,-0.011967,0.0031967
0.22,-0.3294,0.1197,8.0859,-0.012517,0.0038331
0.22,-0.29932,0.14957,8.0911,-0.01338,0.0046764
0.22,-0.26927,0.17944,8.0949,-0.014248,0.006268
0.22,-0.14791,0.10372,8.1751,-0.0053539,-0.058635
0.22,-0.14232,0.083519,8.1803,0.018739,-0.071703
0.22,-0.14789,0.073175,8.1824,0.043605,-0.077094
0.22,-0.6,-0.14989,8.0469,-0.00087253,-0.0030898
0.22,-0.12043,0.075189,8.1781,0.065011,-0.13268
0.22,-0.13489,0.074797,8.1834,0.057927,-0.10183
0.22,0.38988,0.6,8.0368,0.0035987,0.00048496
0.22,0.41989,0.56997,8.0358,0.0032753,0.00088157
0.22,0.4499,0.53994,8.0352,0.0029373,0.0016133
0.22,0.47991,0.50992,8.035,0.0025567,0.0022148
0.22,0.50992,0.47991,8.035,0.0020972,0.0027079
0.22,0.53994,0.4499,8.0353,0.0015417,0.003134
0.22,0.56997,0.41989,8.0359,0.00085189,0.003507
0.22,0.6,0.38988,8.0368,0.0004674,0.0038631
0.22,-0.26949,0.26948,8.0753,-0.012021,0.010146
0.22,-0.23954,0.29946,8.0748,-0.011027,0.011553
0.22,-0.20961,0.32947,8.0731,-0.0095053,0.012442
0.22,-0.17968,0.35951,8.0706,-0.0076993,0.012664
0.22,-0.14976,0.38956,8.0674,-0.0058801,0.012197
0.22,-0.11983,0.41961,8.064,-0.0042438,0.011137
0.22,-0.089886,0.44967,8.0605,-0.0028675,0.0096192
0.22,-0.059933,0.47973,8.0573,-0.0017654,0.0078525
0.22,-0.02997,0.5098,8.0545,-0.00085086,0.0059452
0.22,5.5402e-07,0.53986,8.0523,-7.2555e-05,0.0039654
0.22,0.029976,0.56993,8.0508,0.00063597,0.0019687
0.22,0.059955,0.6,8.0499,0.0013135,0.00096878
0.22,-0.13054,0.10092,8.1818,-0.014041,-0.070478
0.22,-0.12362,0.10929,8.1828,-0.043669,-0.091695
0.22,-0.29941,0.20952,8.0802,-0.013194,0.0076439
0.22,-0.29947,0.23953,8.0747,-0.012416,0.0085822
0.22,-0.12035,0.090469,8.1797,-0.00043407,-0.13177
0.22,-0.32985,-0.6,8.0389,-0.0041671,-0.00054158
0.22,-0.35986,-0.56996,8.0378,-0.0039926,-0.00099401
0.22,-0.38986,-0.53993,8.037,-0.0038044,-0.0018084
0.22,-0.41986,-0.50991,8.0366,-0.0035905,-0.0024597
0.22,-0.44987,-0.47989,8.0364,-0.003313,-0.002962
0.22,-0.47988,-0.44988,8.0364,-0.002943,-0.0033406
0.22,-0.5099,-0.41987,8.0366,-0.0024531,-0.0036241
0.22,-0.53993,-0.38987,8.037,-0.001814,-0.0038379
0.22,-0.56996,-0.35986,8.0378,-0.001005,-0.0040136
0.22,-0.6,-0.32986,8.0389,-0.00055283,-0.0041595
0.22,-0.6,-0.11991,8.048,-0.00091274,-0.0025459
0.22,-0.56993,-0.089928,8.0493,-0.0018784,-0.001948
0.22,-0.53986,-0.059947,8.0513,-0.0038087,-0.0013006
0.22,-0.50979,-0.02997,8.0541,-0.0057102,-0.00056268
0.22,-0.47972,-1.0278e-06,8.0577,-0.0074903,0.00028308
0.22,-0.44966,0.029958,8.062,-0.0090264,0.0012263
0.22,-0.4196,0.059904,8.0669,-0.010275,0.0021774
0.22,-0.38954,0.089835,8.0721,-0.011258,0.0031048
0.22,-0.35948,0.11975,8.0773,-0.012047,0.0039875
0.22,-0.32941,0.14964,8.082,-0.012833,0.0049705
0.22,-0.29936,0.17953,8.0857,-0.013568,0.0062926
0.22,-0.1369,0.092098,8.1853,0.018299,-0.092824
0.22,0.41989,0.6,8.0357,0.0032383,0.00044213
0.22,0.4499,0.56997,8.0349,0.0028397,0.00081043
0.22,0.47992,0.53995,8.0344,0.0024259,0.0014962
0.22,0.50993,0.50993,8.0342,0.0019594,0.0020738
0.22,0.53995,0.47992,8.0344,0.0014196,0.002578
0.22,0.56997,0.4499,8.0349,0.00077825,0.0030326
0.22,0.6,0.41989,8.0357,0.00042746,0.0034636
0.22,-0.29953,0.26955,8.0695,-0.011432,0.0090658
0.22,-0.26956,0.29952,8.0695,-0.010812,0.010279
0.22,-0.23961,0.32952,8.0686,-0.0097443,0.011184
0.22,-0.20967,0.35954,8.0669,-0.0082968,0.011552
0.22,-0.17973,0.38958,8.0645,-0.0067192,0.011335
0.22,-0.1498,0.41962,8.0618,-0.0051878,0.010561
0.22,-0.11985,0.44968,8.059,-0.0038073,0.0093059
0.22,-0.089902,0.47974,8.0563,-0.002643,0.0077048
0.22,-0.059941,0.5098,8.054,-0.001668,0.0059008
0.22,-0.029973,0.53986,8.0521,-0.00083489,0.0039701
0.22,6.5673e-07,0.56993,8.0509,-8.7997e-05,0.001985
0.22,0.029977,0.6,8.0503,0.000623,0.00098529
0.22,-0.32948,0.2096,8.0731,-0.012252,0.0070532
0.22,-0.32952,0.2396,8.0685,-0.011528,0.0077392
0.22,-0.35986,-0.6,8.0376,-0.0039521,-0.00049535
0.22,-0.38987,-0.56996,8.0366,-0.0036852,-0.00090972
0.22,-0.41987,-0.53994,8.0359,-0.0034113,-0.0016579
0.22,-0.44988,-0.50991,8.0355,-0.0031022,-0.0022628
0.22,-0.47989,-0.4799,8.0354,-0.0027219,-0.00274
0.22,-0.50991,-0.44989,8.0355,-0.002249,-0.0031243
0.22,-0.53993,-0.41988,8.0359,-0.0016543,-0.0034398
0.22,-0.56996,-0.38987,8.0365,-0.00091163,-0.0037118
0.22,-0.6,-0.35987,8.0376,-0.00050313,-0.0039673
0.22,-0.6,-0.089931,8.0489,-0.00094022,-0.0019247
0.22,-0.56993,-0.059951,8.05,-0.0019088,-0.0012684
0.22,-0.53986,-0.029973,8.0518,-0.0038224,-0.00056598
0.22,-0.50979,-7.9374e-07,8.0543,-0.0056731,0.00020919
0.22,-0.47973,0.029964,8.0575,-0.0073669,0.0010678
0.22,-0.44966,0.059919,8.0613,-0.0088415,0.0019802
0.22,-0.4196,0.089861,8.0656,-0.010078,0.0029131
0.22,-0.38955,0.11979,8.0699,-0.011111,0.0038513
0.22,-0.35949,0.14971,8.0741,-0.011986,0.0048837
0.22,-0.32944,0.17961,8.0776,-0.01273,0.0061006
0.22,0.44991,0.6,8.0347,0.0028073,0.00040489
0.22,0.47992,0.56997,8.034,0.0023461,0.00075304
0.22,0.50993,0.53995,8.0337,0.001862,0.001403
0.22,0.53995,0.50993,8.0337,0.0013266,0.001975
0.22,0.56997,0.47992,8.034,0.00071641,0.0024985
0.22,0.6,0.44991,8.0347,0.00039112,0.0029967
0.22,-0.32957,0.26961,8.0641,-0.010653,0.0081017
0.22,-0.29958,0.29958,8.0645,-0.010353,0.0091467
0.22,-0.26962,0.32957,8.0642,-0.0096494,0.0099906
0.22,-0.23966,0.35957,8.0631,-0.0085669,0.010445
0.22,-0.20972,0.3896,8.0614,-0.0072686,0.010404
0.22,-0.17977,0.41964,8.0594,-0.0059128,0.0098576
0.22,-0.14983,0.44969,8.0572,-0.0046216,0.0088507
0.22,-0.11987,0.47974,8.0551,-0.0034581,0.0074512
0.22,-0.089914,0.5098,8.0532,-0.0024592,0.0057834
0.22,-0.059947,0.53986,8.0517,-0.0015946,0.0039344
0.22,-0.029975,0.56993,8.0507,-0.00082258,0.0019859
0.22,7.0362e-07,0.6,8.0504,-9.2272e-05,0.00099273
0.22,-0.35954,0.20966,8.0668,-0.011194,0.0064677
0.22,-0.35958,0.23966,8.0631,-0.010509,0.0069718
0.22,-0.38987,-0.6,8.0364,-0.0036462,-0.00045434
0.22,-0.41988,-0.56997,8.0355,-0.0033053,-0.00083349
0.22,-0.44989,-0.53994,8.0349,-0.0029498,-0.0015276
0.22,-0.4799,-0.50992,8.0346,-0.0025505,-0.0020957
0.22,-0.50992,-0.47991,8.0346,-0.0020829,-0.0025682
0.22,-0.53994,-0.44989,8.0348,-0.0015183,-0.0029708
0.22,-0.56997,-0.41989,8.0354,-0.00083266,-0.003329
0.22,-0.6,-0.38988,8.0364,-0.00045652,-0.0036704
0.22,-0.6,-0.059953,8.0495,-0.00095511,-0.0012561
0.22,-0.56993,-0.029975,8.0504,-0.0019155,-0.00056591
0.22,-0.53986,-5.9635e-07,8.052,-0.0038027,0.00016404
0.22,-0.50979,0.029969,8.0542,-0.0055917,0.00095165
0.22,-0.47973,0.059931,8.057,-0.0072144,0.0017984
0.22,-0.44967,0.089883,8.0603,-0.0086444,0.0026894
0.22,-0.41961,0.11982,8.0638,-0.0098518,0.0036153
0.22,-0.38956,0.14975,8.0673,-0.010874,0.0046112
0.22,-0.35951,0.17968,8.0705,-0.011703,0.0057456
0.22,0.47992,0.6,8.0339,0.0023186,0.0003767
0.22,0.50994,0.56998,8.0333,0.001802,0.00070719
0.22,0.53995,0.53995,8.0332,0.0012607,0.0013362
0.22,0.56998,0.50994,8.0333,0.00066977,0.0019158
0.22,0.6,0.47992,8.0339,0.0003598,0.0024702
0.22,-0.35961,0.26966,8.0594,-0.0097242,0.0072345
0.22,-0.32962,0.29963,8.0599,-0.0097022,0.0081454
0.22,-0.29964,0.32961,8.0599,-0.0092982,0.0088948
0.22,-0.26967,0.35961,8.0594,-0.0085588,0.0093817
0.22,-0.23971,0.38963,8.0583,-0.0075421,0.0094562
0.22,-0.20976,0.41966,8.0568,-0.0064113,0.0090924
0.22,-0.17981,0.4497,8.0552,-0.0052539,0.0082874
0.22,-0.14985,0.47975,8.0535,-0.0041715,0.0070988
0.22,-0.11989,0.5098,8.0521,-0.0031895,0.0055882
0.22,-0.089923,0.53986,8.0509,-0.0023273,0.0038537
0.22,-0.059951,0.56993,8.0503,-0.0015497,0.0019676
0.22,-0.029976,0.6,8.0502,-0.00081695,0.00099265
0.22,-0.3896,0.20971,8.0614,-0.010005,0.0058791
0.22,-0.38963,0.23971,8.0582,-0.0093784,0.0062712
0.22,-0.41988,-0.6,8.0353,-0.0032708,-0.00041705
0.22,-0.44989,-0.56997,8.0345,-0.0028589,-0.00076771
0.22,-0.47991,-0.53995,8.034,-0.0024269,-0.0014164
0.22,-0.50992,-0.50993,8.0338,-0.0019528,-0.0019669
0.22,-0.53994,-0.47991,8.034,-0.0014083,-0.0024456
0.22,-0.56997,-0.4499,8.0344,-0.00076591,-0.0028787
0.22,-0.6,-0.41989,8.0353,-0.0004176,-0.003291
0.22,-0.6,-0.029976,8.0499,-0.00095865,-0.00056527
0.22,-0.56993,-4.604e-07,8.0505,-0.0019053,0.0001373
0.22,-0.53986,0.029972,8.0518,-0.0037521,0.00087025
0.22,-0.50979,0.059939,8.0537,-0.0054747,0.0016472
0.22,-0.47973,0.089899,8.0561,-0.0070353,0.0024732
0.22,-0.44968,0.11985,8.0588,-0.0084007,0.0033489
0.22,-0.41962,0.14979,8.0617,-0.0095595,0.0042814
0.22,-0.38958,0.17973,8.0644,-0.010511,0.0053067
0.22,0.50994,0.6,8.0332,0.0017812,0.00035482
0.22,0.53996,0.56998,8.0328,0.0012207,0.00067333
0.22,0.56998,0.53996,8.0328,0.00063596,0.0012961
0.22,0.6,0.50994,8.0332,0.00033642,0.0018953
0.22,-0.38966,0.26971,8.0551,-0.008687,0.0064717
0.22,-0.35965,0.29968,8.0558,-0.0088932,0.0072576
0.22,-0.32966,0.32966,8.056,-0.0087583,0.0079225
0.22,-0.29968,0.35965,8.0558,-0.0083089,0.0083832
0.22,-0.26971,0.38966,8.0552,-0.0075759,0.0085255
0.22,-0.23975,0.41968,8.0542,-0.0066788,0.0082988
0.22,-0.20979,0.44972,8.053,-0.0056995,0.0076689
0.22,-0.17983,0.47976,8.0518,-0.0047353,0.0066644
0.22,-0.14987,0.50981,8.0507,-0.0038264,0.0053281
0.22,-0.1199,0.53987,8.05,-0.0030003,0.0037237
0.22,-0.089929,0.56993,8.0496,-0.0022467,0.0019265
0.22,-0.059953,0.6,8.0498,-0.0015336,0.00098348
0.22,-0.41966,0.20976,8.0567,-0.0087016,0.0053276
0.22,-0.41968,0.23975,8.0541,-0.0081526,0.005651
0.22,-0.4499,-0.6,8.0343,-0.0028294,-0.00038407
0.22,-0.47991,-0.56997,8.0336,-0.0023539,-0.00071344
0.22,-0.50993,-0.53995,8.0333,-0.001859,-0.0013298
0.22,-0.53995,-0.50993,8.0333,-0.0013222,-0.0018753
0.22,-0.56997,-0.47992,8.0336,-0.00071005,-0.0023708
0.22,-0.6,-0.4499,8.0343,-0.0003848,-0.0028471
0.22,-0.6,-3.8995e-07,8.05,-0.00095323,0.00012836
0.22,-0.56993,0.029974,8.0504,-0.0018801,0.00082169
0.22,-0.53986,0.059946,8.0514,-0.0036746,0.0015371
0.22,-0.5098,0.089912,8.0529,-0.0053323,0.0022912
0.22,-0.47974,0.11987,8.0548,-0.0068135,0.0030919
0.22,-0.44969,0.14982,8.057,-0.0081018,0.0039424
0.22,-0.41964,0.17977,8.0593,-0.0091827,0.0048669
0.22,0.53996,0.6,8.0327,0.001207,0.00033777
0.22,0.56998,0.56998,8.0325,0.00061604,0.00065346
0.22,0.6,0.53996,8.0327,0.00031923,0.0012825
0.22,-0.41971,0.26975,8.0515,-0.0075658,0.0058183
0.22,-0.38969,0.29972,8.0522,-0.0079701,0.0064857
0.22,-0.35969,0.3297,8.0525,-0.0080672,0.0070631
0.22,-0.3297,0.35969,8.0525,-0.0078662,0.0074781
0.22,-0.29972,0.38969,8.0521,-0.0074063,0.007653
0.22,-0.26975,0.41971,8.0516,-0.0067391,0.0075062
0.22,-0.23979,0.44973,8.0508,-0.0059615,0.0070266
0.22,-0.20982,0.47977,8.05,-0.0051382,0.0061815
0.22,-0.17985,0.50982,8.0492,-0.0043421,0.0050143
0.22,-0.14988,0.53987,8.0488,-0.0035857,0.0035528
0.22,-0.11991,0.56993,8.0487,-0.0028869,0.0018593
0.22,-0.089932,0.6,8.0491,-0.0022193,0.00096282
0.22,-0.44971,0.20979,8.0529,-0.0073382,0.0048544
0.22,-0.44973,0.23978,8.0507,-0.0068739,0.0051304
