"Points:0","Points:1","Points:2","U:0","U:1","U:2"
0.22,-0.1788,-0.14902,8.1406,-0.0062577,-0.018414
0.22,-0.20893,-0.1492,8.1295,-0.013177,-0.014276
0.22,-0.23915,-0.17933,8.1046,-0.013365,-0.01249
0.22,-0.17791,-0.14814,8.1409,-0.0061672,-0.01861
0.22,-0.17738,-0.14901,8.1409,-0.0057874,-0.018513
0.22,-0.26939,-0.23946,8.0812,-0.011568,-0.011583
0.22,-0.26932,-0.20944,8.0878,-0.012864,-0.011398
0.22,-0.11666,-0.11669,8.1752,0.051291,-0.046815
0.22,-0.13392,-0.11925,8.1699,0.020257,-0.046813
0.22,-0.14847,-0.11896,8.1555,-0.0022597,-0.028801
0.22,-0.090381,-0.12043,8.1722,0.13067,0.0015986
0.22,-0.10878,-0.12407,8.1773,0.091152,-0.03912
0.22,-0.029957,-0.47973,8.0576,-0.0014705,-0.0075335
0.22,7.6805e-06,-0.5098,8.0545,-0.00055295,-0.005829
0.22,0.02998,-0.53986,8.052,0.00027695,-0.003943
0.22,0.059957,-0.56993,8.0502,0.0010224,-0.0019698
0.22,0.089937,-0.6,8.0491,0.0017145,-0.00096955
0.22,-0.075435,-0.10561,8.1468,0.17719,0.096405
0.22,-0.060443,-0.090723,7.4286,0.32265,0.081715
0.22,-0.04538,-0.075661,6.2482,0.42659,-0.059713
0.22,-0.030272,-0.060545,5.0684,0.26976,0.1937
0.22,-0.015144,-0.045417,3.5454,0.44284,0.3689
0.22,-2.4622e-06,-0.030282,2.1634,0.62328,0.33274
0.22,0.015146,-0.015139,1.2741,0.36099,0.32223
0.22,0.030293,3.6273e-06,1.9037,-0.24943,0.58934
0.22,0.045433,0.015136,3.1525,-0.46475,0.69844
0.22,0.26986,-0.6,8.0419,0.0042345,-0.00068976
0.22,0.29986,-0.56995,8.0408,0.0043232,-0.0012676
0.22,0.32985,-0.53992,8.04,0.0043988,-0.0022955
0.22,0.35985,-0.50989,8.0396,0.0044345,-0.0030973
0.22,0.38984,-0.47987,8.0393,0.0044157,-0.0036932
0.22,0.41985,-0.44985,8.0392,0.0042928,-0.0040943
0.22,0.44985,-0.41985,8.0392,0.0040458,-0.0043492
0.22,0.47987,-0.38985,8.0394,0.0036342,-0.0044781
0.22,0.50989,-0.35985,8.0397,0.003042,-0.0045264
0.22,0.53991,-0.32985,8.0401,0.0022445,-0.0045217
0.22,0.56995,-0.29986,8.0409,0.0012316,-0.0044946
0.22,0.6,-0.26986,8.0421,0.00066574,-0.0044613
0.22,0.26962,0.32957,8.0644,0.0086605,0.011221
0.22,0.29959,0.29958,8.0648,0.0098114,0.010827
0.22,0.32957,0.26962,8.0644,0.010696,0.0099794
0.22,0.35958,0.23966,8.0634,0.011156,0.0087616
0.22,0.38961,0.20972,8.0617,0.011068,0.0073102
0.22,0.41965,0.17977,8.0597,0.010432,0.0058249
0.22,0.44969,0.14983,8.0575,0.0093174,0.0044394
0.22,0.47975,0.11988,8.0553,0.0078014,0.0032077
0.22,0.5098,0.089915,8.0533,0.006021,0.0021617
0.22,0.53986,0.059948,8.0518,0.0040783,0.0012627
0.22,0.56993,0.029976,8.0509,0.0020499,0.00045999
0.22,0.6,3.4473e-07,8.0505,0.0010193,-0.00029758
0.22,0.11954,0.26921,8.1082,0.0022962,0.013572
0.22,0.11848,0.20949,8.1396,-0.0095664,0.010572
0.22,0.11862,0.23826,8.1254,-0.0022545,0.010291
0.22,0.14957,0.29932,8.0915,0.0052537,0.014892
0.22,0.089375,0.19385,8.1519,-0.019528,0.0025783
0.22,0.074559,0.19413,8.1586,-0.018203,-0.011143
0.22,0.08945,0.20899,8.1397,-0.010341,0.0036452
0.22,0.07459,0.20915,8.1443,-0.008655,-0.0033341
0.22,0.074503,0.17912,8.1671,-0.034316,-0.021725
0.22,0.17962,0.32944,8.078,0.0066084,0.013782
0.22,0.073216,0.14787,8.1864,-0.075336,-0.035179
0.22,0.074487,0.16421,8.1764,-0.055081,-0.027423
0.22,0.20967,0.35954,8.0671,0.006887,0.011943
0.22,0.23966,0.35958,8.0634,0.0074021,0.011126
0.22,0.075141,0.12046,8.1867,-0.13137,-0.056921
0.22,0.074751,0.13492,8.1894,-0.099656,-0.049316
0.22,0.075488,0.090625,8.0025,-0.32906,-0.16555
0.22,0.075379,0.10565,8.1715,-0.18187,-0.095874
0.22,0.075555,0.075534,7.6303,-0.19329,-0.090832
0.22,0.060545,0.045371,6.1637,0.18346,0.17016
0.22,0.060505,0.060491,7.0951,0.052985,0.17307
0.22,0.045425,0.030269,3.2005,-0.20442,0.47406
0.22,-0.11981,-0.41962,8.0638,-0.0041421,-0.0098685
0.22,-0.14974,-0.38956,8.0672,-0.0051707,-0.010777
0.22,-0.17966,-0.35951,8.0703,-0.0062911,-0.01146
0.22,-0.20958,-0.32948,8.0728,-0.0075514,-0.011873
0.22,-0.23951,-0.29947,8.0745,-0.0089844,-0.011887
0.22,-0.26946,-0.26949,8.075,-0.010415,-0.011375
0.22,-0.089873,-0.44968,8.0603,-0.003167,-0.0087328
0.22,-0.059922,-0.47973,8.057,-0.0022152,-0.0073413
0.22,-0.23908,-0.14935,8.1126,-0.01542,-0.011334
0.22,-0.20804,-0.11989,8.1376,-0.019282,-0.010633
0.22,-0.17943,-0.14824,8.1405,-0.0065466,-0.018256
0.22,-0.20812,-0.14839,8.1299,-0.013142,-0.014282
0.22,-0.17912,-0.11964,8.1445,-0.016457,-0.017462
0.22,-0.26925,-0.17944,8.0945,-0.014318,-0.010728
0.22,-0.17849,-0.11901,8.1448,-0.01657,-0.017672
0.22,-0.17834,-0.10397,8.1501,-0.023435,-0.017021
0.22,-0.16333,-0.11892,8.1519,-0.011516,-0.023758
0.22,-0.16309,-0.1038,8.1617,-0.026472,-0.02679
0.22,-0.1479,-0.10371,8.1706,-0.021788,-0.043051
0.22,-0.29945,-0.23953,8.0744,-0.011649,-0.010323
0.22,-0.29939,-0.20953,8.0799,-0.012949,-0.010041
0.22,-0.13036,-0.10114,8.1763,0.0033626,-0.064573
0.22,-0.12402,-0.10883,8.1724,0.036402,-0.079201
0.22,-0.10595,-0.10595,8.1458,0.12242,-0.071837
0.22,-0.090615,-0.10564,8.1352,0.21149,0.011523
0.22,-0.029961,-0.5098,8.0543,-0.0013131,-0.0057121
0.22,7.6194e-06,-0.53986,8.0521,-0.00048331,-0.0039038
0.22,0.029982,-0.56993,8.0506,0.00028837,-0.001974
0.22,0.05996,-0.6,8.0497,0.0010146,-0.00098387
0.22,-0.075519,-0.090607,7.9487,0.32389,0.15635
0.22,-0.060479,-0.0756,7.0783,0.3124,-0.045196
0.22,-0.045398,-0.060522,6.1695,0.063722,-0.16426
0.22,-0.030282,-0.045409,3.9034,0.13528,0.0018112
0.22,-0.015147,-0.03028,2.2178,0.42405,0.039158
0.22,-1.4056e-06,-0.015139,1.193,0.41788,0.079386
0.22,0.015147,4.1304e-06,1.0643,-0.013288,0.30951
0.22,0.030291,0.015143,1.9499,-0.35913,0.60782
0.22,0.29986,-0.6,8.0405,0.0042564,-0.00063143
0.22,0.32986,-0.56996,8.0394,0.0042343,-0.0011544
0.22,0.35986,-0.53992,8.0387,0.0041849,-0.0020849
0.22,0.38986,-0.5099,8.0382,0.0040996,-0.0028136
0.22,0.41986,-0.47988,8.0379,0.0039448,-0.0033541
0.22,0.44987,-0.44987,8.0379,0.0036898,-0.0037404
0.22,0.47988,-0.41986,8.0379,0.0033091,-0.0040053
0.22,0.5099,-0.38986,8.0382,0.0027625,-0.0041711
0.22,0.53992,-0.35986,8.0387,0.0020477,-0.0042906
0.22,0.56996,-0.32986,8.0395,0.0011273,-0.0043715
0.22,0.6,-0.29986,8.0407,0.00061875,-0.0044436
0.22,0.26967,0.35962,8.0597,0.0076702,0.010227
0.22,0.29964,0.32962,8.0602,0.008679,0.010143
0.22,0.32962,0.29964,8.0602,0.0094984,0.0096441
0.22,0.35962,0.26967,8.0597,0.0099868,0.0087858
0.22,0.38964,0.23971,8.0586,0.010047,0.0076582
0.22,0.41967,0.20976,8.0571,0.00962,0.0063999
0.22,0.44971,0.17981,8.0555,0.0087383,0.0051437
0.22,0.47975,0.14985,8.0538,0.0074551,0.0039822
0.22,0.50981,0.11989,8.0523,0.0058376,0.0029426
0.22,0.53987,0.089924,8.0511,0.0040086,0.0020425
0.22,0.56993,0.059952,8.0505,0.0020399,0.0012276
0.22,0.6,0.029977,8.0504,0.0010255,0.00045977
0.22,0.089563,0.23915,8.1328,-0.0050119,0.0048981
0.22,0.089646,0.26925,8.1138,0.0010893,0.010879
0.22,0.11963,0.29932,8.0965,0.00358,0.014237
0.22,0.088759,0.20943,8.1394,-0.010244,0.0034221
0.22,0.089452,0.20969,8.1394,-0.010195,0.0037229
0.22,0.14965,0.32941,8.0824,0.0053723,0.014057
0.22,0.059746,0.20931,8.1437,-0.0067401,-0.0053005
0.22,0.059767,0.19437,8.1611,-0.015005,-0.022563
0.22,0.059829,0.1796,8.1708,-0.02862,-0.033326
0.22,0.17968,0.35951,8.0709,0.0061096,0.012579
0.22,0.059985,0.16537,8.1795,-0.047105,-0.048232
0.22,0.06139,0.15313,8.1855,-0.063293,-0.05778
0.22,0.20972,0.3896,8.0617,0.0061879,0.010625
0.22,0.23971,0.38963,8.0586,0.0066113,0.0099072
0.22,0.060175,0.13645,8.188,-0.089645,-0.076708
0.22,0.060232,0.1211,8.183,-0.11347,-0.085207
0.22,0.060328,0.1059,7.9962,-0.13933,-0.090095
0.22,0.0604,0.090751,7.4971,-0.31846,-0.08315
0.22,0.060454,0.075616,7.186,-0.3006,0.05101
0.22,0.045408,0.045401,4.4874,0.0063858,0.27383
0.22,0.045383,0.060536,5.9958,-0.08971,0.23241
0.22,0.030285,0.030282,2.2576,-0.27542,0.38181
0.22,-0.11984,-0.44968,8.0588,-0.0038171,-0.0084385
0.22,-0.14978,-0.41963,8.0616,-0.0047815,-0.009518
0.22,-0.17972,-0.38958,8.0643,-0.0058052,-0.010354
0.22,-0.20965,-0.35954,8.0666,-0.006933,-0.01092
0.22,-0.23958,-0.32952,8.0683,-0.008143,-0.011131
0.22,-0.26953,-0.29953,8.0692,-0.0093735,-0.010916
0.22,-0.29951,-0.26955,8.0692,-0.01047,-0.010235
0.22,-0.089891,-0.47974,8.0561,-0.0029028,-0.0071155
0.22,-0.059932,-0.5098,8.0538,-0.0020282,-0.0055671
0.22,-0.20884,-0.11926,8.1376,-0.019585,-0.010446
0.22,-0.23905,-0.11943,8.1241,-0.018141,-0.0078272
0.22,-0.2692,-0.14948,8.101,-0.01598,-0.0092909
0.22,-0.17907,-0.089645,8.1521,-0.026811,-0.0074963
0.22,-0.17903,-0.11816,8.1448,-0.016976,-0.017206
0.22,-0.20795,-0.11838,8.1379,-0.019812,-0.010371
0.22,-0.17888,-0.10382,8.1498,-0.023521,-0.016582
0.22,-0.29934,-0.17954,8.0854,-0.014279,-0.0092886
0.22,-0.17854,-0.089113,8.1526,-0.026918,-0.0073639
0.22,-0.16296,-0.088684,8.169,-0.043987,-0.022248
0.22,-0.14238,-0.083409,8.176,-0.050395,-0.051285
0.22,-0.3295,-0.2396,8.0683,-0.011228,-0.00912
0.22,-0.32946,-0.2096,8.0728,-0.012419,-0.0087939
0.22,-0.1204,-0.090408,8.1293,-0.028943,-0.14673
0.22,-0.13681,-0.092225,8.1752,-0.038431,-0.083101
0.22,-0.09062,-0.090579,7.9892,0.29842,-0.01661
0.22,-0.10566,-0.090584,8.0079,0.10205,-0.18629
0.22,-0.029965,-0.53986,8.052,-0.0012115,-0.0038303
0.22,7.5666e-06,-0.56993,8.0507,-0.00044541,-0.0019562
0.22,0.029983,-0.6,8.0501,0.00029018,-0.0009858
0.22,-0.075572,-0.075529,7.5615,0.21907,0.085327
0.22,-0.060518,-0.060484,7.1605,-0.03867,-0.1517
0.22,-0.045417,-0.045392,4.8927,-0.081672,-0.16733
0.22,-0.030289,-0.030273,2.5561,0.21936,-0.25934
0.22,-0.015149,-0.015139,1.4636,0.38757,-0.26179
0.22,-6.3588e-07,4.2785e-06,0.89319,0.08671,-0.059388
0.22,0.015147,0.015147,1.3075,-0.29861,0.23486
0.22,0.32986,-0.6,8.0392,0.0041761,-0.00057841
0.22,0.35987,-0.56996,8.0381,0.0040349,-0.0010484
0.22,0.38987,-0.53993,8.0374,0.0038756,-0.0018969
0.22,0.41987,-0.50991,8.0369,0.003676,-0.0025623
0.22,0.44988,-0.47989,8.0367,0.0034008,-0.003069
0.22,0.47989,-0.44988,8.0367,0.0030282,-0.0034536
0.22,0.50991,-0.41987,8.037,0.0025195,-0.0037361
0.22,0.53993,-0.38987,8.0374,0.0018616,-0.0039598
0.22,0.56996,-0.35987,8.0382,0.0010259,-0.004149
0.22,0.6,-0.32986,8.0393,0.00056748,-0.004325
0.22,0.26972,0.38966,8.0554,0.0068175,0.0091193
0.22,0.29969,0.35966,8.0561,0.0076894,0.0092946
0.22,0.32967,0.32966,8.0563,0.0084147,0.0090896
0.22,0.35966,0.29968,8.0561,0.0089065,0.0085569
0.22,0.38967,0.26972,8.0555,0.0090454,0.0077341
0.22,0.41969,0.23975,8.0545,0.0087765,0.00673
0.22,0.44972,0.2098,8.0533,0.0080844,0.0056551
0.22,0.47976,0.17983,8.0521,0.0070071,0.0046082
0.22,0.50981,0.14987,8.051,0.0055834,0.003638
0.22,0.53987,0.1199,8.0502,0.0038862,0.0027624
0.22,0.56993,0.08993,8.0498,0.0020041,0.0019686
0.22,0.6,0.059955,8.05,0.0010204,0.0012164
0.22,0.059747,0.2393,8.1387,-0.0033891,0.00033169
0.22,0.059774,0.26933,8.118,0.0015077,0.0082492
0.22,0.08971,0.29934,8.1008,0.0025068,0.01307
0.22,0.1197,0.3294,8.0863,0.0041063,0.013882
0.22,0.059051,0.20974,8.1436,-0.006488,-0.0050775
0.22,0.059745,0.21,8.1435,-0.0066349,-0.0050149
0.22,0.14971,0.35949,8.0745,0.0051507,0.012986
0.22,0.044895,0.19436,8.1639,-0.0099968,-0.031135
0.22,0.044861,0.20938,8.1512,-0.0031223,-0.011101
0.22,0.044965,0.17926,8.1747,-0.021739,-0.046169
0.22,0.17973,0.38958,8.0648,0.0055645,0.01122
0.22,0.049821,0.15717,8.1879,-0.04985,-0.084851
0.22,0.040935,0.15992,8.1855,-0.032509,-0.071468
0.22,0.20976,0.41966,8.0571,0.0055615,0.0092147
0.22,0.23976,0.41969,8.0545,0.0059216,0.0086004
0.22,0.045333,0.12147,8.1654,-0.14061,-0.10327
0.22,0.045499,0.13722,8.1887,-0.093927,-0.10361
0.22,0.045325,0.090854,6.7245,-0.43592,-0.033565
0.22,0.045307,0.10608,7.6891,-0.21348,-0.089118
0.22,0.045352,0.075682,6.301,-0.43045,0.12368
0.22,0.030274,0.04542,3.5726,-0.20826,0.10147
0.22,0.030258,0.06056,4.9507,-0.31875,-0.10551
0.22,0.015143,0.03029,2.087,-0.42863,-0.030143
0.22,-0.11986,-0.47974,8.0548,-0.0035186,-0.0068568
0.22,-0.14981,-0.44969,8.057,-0.0043964,-0.0080986
0.22,-0.17976,-0.41964,8.0592,-0.0053213,-0.009084
0.22,-0.2097,-0.3896,8.0612,-0.0063217,-0.0098112
0.22,-0.23964,-0.35958,8.0628,-0.0073631,-0.010209
0.22,-0.2696,-0.32957,8.0639,-0.0084214,-0.01025
0.22,-0.29956,-0.29958,8.0642,-0.0093905,-0.0098842
0.22,-0.32955,-0.26961,8.0639,-0.010104,-0.0091091
0.22,-0.089904,-0.5098,8.053,-0.0026813,-0.0053919
0.22,-0.059938,-0.53986,8.0515,-0.0018948,-0.0037357
0.22,-0.26919,-0.11954,8.1072,-0.017554,-0.0064956
0.22,-0.23833,-0.090211,8.1315,-0.018367,6.4321e-05
0.22,-0.20948,-0.11848,8.1374,-0.019535,-0.010301
0.22,-0.23824,-0.11862,8.1244,-0.018132,-0.0077747
0.22,-0.20962,-0.090091,8.1385,-0.021527,-0.0037497
0.22,-0.29931,-0.14957,8.0907,-0.015602,-0.0079189
0.22,-0.20899,-0.089462,8.1388,-0.021687,-0.0035375
0.22,-0.20914,-0.074611,8.1434,-0.022181,0.0057161
0.22,-0.19386,-0.089374,8.1487,-0.028765,-0.0041699
0.22,-0.19413,-0.074576,8.1553,-0.031222,0.0096239
0.22,-0.17914,-0.0745,8.1636,-0.038219,0.014765
0.22,-0.32942,-0.17962,8.0773,-0.013598,-0.0080531
0.22,-0.16425,-0.074419,8.1727,-0.060354,0.0073153
0.22,-0.14794,-0.073059,8.1835,-0.089311,-0.015512
0.22,-0.35956,-0.23966,8.0628,-0.010462,-0.0080286
0.22,-0.35953,-0.20967,8.0665,-0.011499,-0.0076902
0.22,-0.13489,-0.07479,8.1719,-0.14565,-0.051517
0.22,-0.12043,-0.075184,8.0406,-0.2091,-0.19932
0.22,-0.10565,-0.075383,7.8163,-0.14407,-0.36616
0.22,-0.090652,-0.075469,7.6961,0.051191,-0.16398
0.22,-0.029967,-0.56993,8.0505,-0.0011518,-0.0019219
0.22,7.5391e-06,-0.6,8.0502,-0.00043314,-0.00097813
0.22,-0.07564,-0.060437,7.6195,-0.17829,-0.095565
0.22,-0.060553,-0.045368,6.4388,-0.20353,-0.11822
0.22,-0.04543,-0.030262,3.4745,0.10852,-0.30165
0.22,-0.030294,-0.015135,2.2279,0.41386,-0.5289
0.22,-0.015148,4.1082e-06,1.2966,0.2007,-0.37695
0.22,1.6551e-07,0.015148,1.2303,-0.2929,-0.17162
0.22,0.35987,-0.6,8.0379,0.0039837,-0.00052545
0.22,0.38988,-0.56996,8.0369,0.0037405,-0.00095462
0.22,0.41988,-0.53994,8.0362,0.0034811,-0.0017307
0.22,0.44989,-0.50992,8.0358,0.0031752,-0.0023471
0.22,0.4799,-0.4799,8.0357,0.0027949,-0.0028372
0.22,0.50992,-0.44989,8.0359,0.0023124,-0.0032282
0.22,0.53994,-0.41988,8.0362,0.0016978,-0.0035493
0.22,0.56996,-0.38988,8.0369,0.00093489,-0.0038338
0.22,0.6,-0.35987,8.038,0.0005116,-0.004103
0.22,0.26976,0.41971,8.0518,0.0060952,0.0079333
0.22,0.29973,0.3897,8.0524,0.0068267,0.0083196
0.22,0.32971,0.35969,8.0528,0.0074612,0.0083709
0.22,0.3597,0.32971,8.0528,0.0079204,0.0081207
0.22,0.3897,0.29973,8.0525,0.0080997,0.0075817
0.22,0.41971,0.26976,8.0519,0.0079428,0.0068359
0.22,0.44974,0.23979,8.0511,0.0074072,0.0059687
0.22,0.47978,0.20982,8.0502,0.0065006,0.0050706
0.22,0.50982,0.17986,8.0495,0.0052601,0.0042094
0.22,0.53987,0.14988,8.049,0.0037167,0.0034
0.22,0.56993,0.11991,8.0489,0.0019412,0.002654
0.22,0.6,0.089933,8.0494,0.0010022,0.0019439
0.22,0.029895,0.23942,8.1426,0.0027956,-0.0017889
0.22,0.029893,0.2694,8.1201,0.0028405,0.0065297
0.22,0.059806,0.29938,8.1041,0.0020835,0.012167
0.22,0.089762,0.32941,8.0898,0.0031197,0.013482
0.22,0.11975,0.35948,8.0777,0.0041406,0.013165
0.22,0.029235,0.20992,8.1486,0.0020248,-0.008916
0.22,0.029931,0.21018,8.1485,0.0018043,-0.0089159
0.22,0.029932,0.20948,8.1488,0.0018313,-0.0093433
0.22,0.02997,0.19448,8.1665,-0.0002255,-0.036143
0.22,0.14976,0.38956,8.0677,0.0047917,0.01167
0.22,0.030033,0.1794,8.1773,-0.0073161,-0.057198
0.22,0.17978,0.41964,8.0596,0.0050435,0.00975
0.22,0.028394,0.16255,8.1896,-0.016285,-0.08993
0.22,0.030321,0.1508,8.1914,-0.045885,-0.12056
0.22,0.2098,0.44972,8.0533,0.0050256,0.0077399
0.22,0.23979,0.44974,8.0511,0.0053367,0.0072278
0.22,0.030311,0.13626,8.1908,-0.11127,-0.14694
0.22,0.030259,0.12118,8.1127,-0.16449,-0.16806
0.22,0.030234,0.10602,7.441,-0.23808,-0.20965
0.22,0.030233,0.090858,6.2576,-0.45286,-0.24202
0.22,0.030243,0.075705,5.5028,-0.51943,-0.22255
0.22,0.015138,0.04543,3.4336,-0.47945,-0.35552
0.22,0.015132,0.060567,4.6575,-0.48218,-0.58403
0.22,9.1538e-07,0.030292,2.2045,-0.57133,-0.39354
0.22,-0.11988,-0.50981,8.0519,-0.0032633,-0.0051874
0.22,-0.14984,-0.47975,8.0533,-0.0040486,-0.0065623
0.22,-0.17979,-0.4497,8.055,-0.0048773,-0.0077009
0.22,-0.20974,-0.41966,8.0566,-0.0057423,-0.0085694
0.22,-0.23969,-0.38963,8.0581,-0.0066627,-0.0091644
0.22,-0.26965,-0.35962,8.0592,-0.0075638,-0.0094155
0.22,-0.29962,-0.32962,8.0597,-0.0084073,-0.0093225
0.22,-0.3296,-0.29963,8.0597,-0.0090703,-0.0088592
0.22,-0.3596,-0.26967,8.0591,-0.0094526,-0.0080751
0.22,-0.089913,-0.53986,8.0508,-0.0025222,-0.0036193
0.22,-0.059942,-0.56993,8.0501,-0.0018155,-0.0018758
0.22,-0.2993,-0.11963,8.0956,-0.016664,-0.005712
0.22,-0.23914,-0.089575,8.1315,-0.018364,0.00038066
0.22,-0.26924,-0.089654,8.1126,-0.018133,-0.0023463
0.22,-0.20973,-0.060476,8.1431,-0.017589,0.013221
0.22,-0.20943,-0.088761,8.1387,-0.021494,-0.003103
0.22,-0.23814,-0.088855,8.1318,-0.018333,0.00072371
0.22,-0.20958,-0.074612,8.1431,-0.021986,0.0057796
0.22,-0.3294,-0.14965,8.0816,-0.014703,-0.0068509
0.22,-0.2093,-0.059774,8.1435,-0.017517,0.01359
0.22,-0.19436,-0.059804,8.1588,-0.023278,0.024709
0.22,-0.17959,-0.059867,8.1672,-0.034531,0.03781
0.22,-0.3595,-0.17968,8.0702,-0.012514,-0.0070171
0.22,-0.16537,-0.05998,8.1764,-0.053224,0.045964
0.22,-0.15318,-0.061249,8.1941,-0.098419,0.062041
0.22,-0.38962,-0.23971,8.058,-0.0094591,-0.0070704
0.22,-0.38959,-0.20972,8.0612,-0.010345,-0.0067385
0.22,-0.12107,-0.06028,8.0418,-0.34629,-0.11033
0.22,-0.13641,-0.060215,8.1959,-0.20065,0.082321
0.22,-0.10589,-0.060343,7.8528,-0.42158,-0.41481
0.22,-0.090766,-0.060393,7.7647,-0.35741,-0.32878
0.22,-0.029968,-0.6,8.0501,-0.001131,-0.00096077
0.22,-0.075696,-0.045342,7.6668,-0.31278,-0.15808
0.22,-0.060571,-0.030249,5.2915,-0.010499,-0.11999
0.22,-0.045436,-0.015131,3.3708,0.46147,-0.53662
0.22,-0.030294,3.454e-06,2.3192,0.43287,-0.56768
0.22,-0.015146,0.015147,1.4834,-0.17033,-0.36996
0.22,0.38988,-0.6,8.0367,0.003694,-0.00047842
0.22,0.41989,-0.56997,8.0358,0.0033625,-0.00087296
0.22,0.4499,-0.53994,8.0352,0.0030102,-0.0015852
0.22,0.47991,-0.50992,8.0349,0.002612,-0.0021704
0.22,0.50992,-0.47991,8.0349,0.0021382,-0.0026558
0.22,0.53994,-0.4499,8.0352,0.0015587,-0.0030669
0.22,0.56997,-0.41989,8.0358,0.00085492,-0.0034415
0.22,0.6,-0.38988,8.0368,0.00046574,-0.0037915
0.22,0.26979,0.44976,8.0488,0.0054971,0.0066862
0.22,0.29976,0.41974,8.0493,0.0060943,0.0072548
0.22,0.32974,0.38973,8.0496,0.0066359,0.0075328
0.22,0.35973,0.35973,8.0498,0.0070417,0.0075187
0.22,0.38973,0.32974,8.0497,0.0072359,0.0072455
0.22,0.41974,0.29976,8.0493,0.0071475,0.006744
0.22,0.44976,0.26979,8.0489,0.0067329,0.0060904
0.22,0.47979,0.23982,8.0483,0.0059736,0.0053635
0.22,0.50983,0.20984,8.0479,0.0048901,0.004634
0.22,0.53988,0.17987,8.0477,0.0035082,0.0039317
0.22,0.56993,0.14989,8.0478,0.0018556,0.0032574
0.22,0.6,0.11991,8.0485,0.00096916,0.0026167
0.22,-1.9529e-06,0.2395,8.143,0.010736,0.00076331
0.22,-2.1989e-06,0.26943,8.1206,0.0048335,0.0078528
0.22,0.029904,0.29941,8.1059,0.0023312,0.011508
0.22,0.059838,0.32943,8.0924,0.0025053,0.013173
0.22,0.089804,0.35948,8.0804,0.0032095,0.013171
0.22,0.11979,0.38955,8.0703,0.0039315,0.01198
0.22,-0.00070188,0.21009,8.1501,0.012604,-0.0060737
0.22,-2.425e-06,0.21036,8.1501,0.012324,-0.0062865
0.22,-2.4219e-06,0.20966,8.1504,0.012477,-0.0066699
0.22,0.014976,0.20962,8.1539,0.0082859,-0.013768
0.22,0.014996,0.19469,8.1686,0.011025,-0.034979
0.22,-4.512e-06,0.1948,8.1694,0.022525,-0.031752
0.22,0.1498,0.41963,8.062,0.0043963,0.01019
0.22,0.015028,0.17982,8.1792,0.012608,-0.058832
0.22,0.17981,0.4497,8.0554,0.0045812,0.0082069
0.22,0.015113,0.15034,8.1976,-0.021061,-0.14618
0.22,0.014508,0.16436,8.1919,0.010918,-0.093934
0.22,0.20982,0.47977,8.0502,0.0045795,0.0062271
0.22,0.23982,0.47979,8.0483,0.0048553,0.0058171
0.22,0.015133,0.1209,7.9297,-0.10701,-0.26792
0.22,0.015139,0.13574,8.1964,-0.088769,-0.19009
0.22,0.015124,0.090818,6.4178,-0.30254,-0.43985
0.22,0.015125,0.1059,7.2743,-0.12793,-0.35318
0.22,0.015127,0.075699,5.5284,-0.4508,-0.58879
0.22,1.7002e-06,0.045432,3.5078,-0.63603,-0.63836
0.22,2.6069e-06,0.060568,4.9191,-0.46197,-0.74023
0.22,-0.015141,0.03029,2.1676,-0.51858,-0.4057
0.22,-0.11989,-0.53987,8.0498,-0.0030799,-0.0034805
0.22,-0.14986,-0.50981,8.0506,-0.0037639,-0.0049589
0.22,-0.17982,-0.47976,8.0516,-0.0044882,-0.0062296
0.22,-0.20978,-0.44972,8.0529,-0.0052348,-0.0072426
0.22,-0.23974,-0.41968,8.054,-0.0060274,-0.0080048
0.22,-0.2697,-0.38966,8.055,-0.0068077,-0.0084617
0.22,-0.29967,-0.35965,8.0556,-0.0075319,-0.0085931
0.22,-0.32965,-0.32966,8.0558,-0.008135,-0.0084086
0.22,-0.35964,-0.29968,8.0556,-0.0085051,-0.0079011
0.22,-0.38965,-0.26971,8.0549,-0.0085829,-0.0071588
0.22,-0.089919,-0.56993,8.0494,-0.0024276,-0.0018183
0.22,-0.059945,-0.6,8.0496,-0.0017895,-0.00093929
0.22,-0.32939,-0.1197,8.0856,-0.015514,-0.0050988
0.22,-0.29932,-0.089716,8.1,-0.016995,-0.002609
0.22,-0.23929,-0.059763,8.1369,-0.015478,0.011598
0.22,-0.26932,-0.059783,8.1169,-0.015929,0.0025325
0.22,-0.20991,-0.030657,8.1477,-0.0050492,0.021661
0.22,-0.20974,-0.05907,8.1434,-0.017331,0.013746
0.22,-0.2383,-0.059048,8.1372,-0.015336,0.011961
0.22,-0.20981,-0.044889,8.149,-0.01216,0.022209
0.22,-0.35948,-0.14971,8.0738,-0.013433,-0.0059884
0.22,-0.20938,-0.044891,8.1493,-0.012046,0.022436
0.22,-0.19436,-0.044928,8.1624,-0.0098769,0.038341
0.22,-0.17926,-0.044964,8.1719,-0.01646,0.059934
0.22,-0.38956,-0.17973,8.0642,-0.011201,-0.00614
0.22,-0.15993,-0.040741,8.1831,-0.025341,0.082984
0.22,-0.15719,-0.049568,8.2053,-0.053726,0.1313
0.22,-0.41967,-0.23975,8.0539,-0.0082918,-0.0062613
0.22,-0.41965,-0.20976,8.0566,-0.0090285,-0.005946
0.22,-0.13719,-0.045493,8.2492,-0.084473,0.22331
0.22,-0.12145,-0.045367,8.1285,-0.15055,0.072374
0.22,-0.10608,-0.045324,7.9839,-0.29008,-0.31988
